Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],A-AtomicNumber,A-AtomicMass,A-NumberofNeutrons,A-NumberofProtons,A-NumberofElectrons,A-Period,A-Group,A-AtomicRadius,A-Electronegativity,A-FirstIonization,A-Density,A-MeltingPoint,A-BoilingPoint,A-NumberOfIsotopes,A-SpecificHeat,A-NumberofShells,B-AtomicNumber,B-AtomicMass,B-NumberofNeutrons,B-NumberofProtons,B-NumberofElectrons,B-Period,B-Group,B-Electronegativity,B-FirstIonization,B-Density,B-MeltingPoint,B-BoilingPoint,B-NumberOfIsotopes,B-SpecificHeat,B-NumberofShells,Vacancy energy [eV/O atom]
Ag2O3,Ag,Ag,FALSE,not balanced,not balanced,1.28,0.95,cubic,0.351,0.576,-,12.997,0,4.02,4.02,4.02,90,90,90,47,107.868,61,47,47,5,11,1.8,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.694
AlAgO3,Al,Ag,FALSE,3,3,0.54,0.75,orthorhombic,-1.543,0.203,-,11.015,0,4.913,5.222,8.588,90,90,90,13,26.982,14,13,13,3,13,1.8,1.61,5.9858,2.7,933.4,2792,8,0.897,3,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-5.981
AsAgO3,As,Ag,FALSE,3,3,0.58,0.75,cubic,0.229,1.337,-,12.735,0,3.993,3.993,3.993,90,90,90,33,74.922,42,33,33,4,15,1.3,2.18,9.7886,5.78,1090.15,887,14,0.329,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-3.674
AuAgO3,Au,Ag,FALSE,element not in BV,element not in BV,0.93,0.95,cubic,0.579,0.832,-,12.974,0,4.018,4.018,4.018,90,90,90,79,196.967,118,79,79,6,11,1.8,2.54,9.2255,19.3,1337.73,3129,21,0.129,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-3.603
BAgO3,B,Ag,FALSE,not balanced,not balanced,0.27,0.95,cubic,1.216,2.64,-,12.409,0,3.959,3.959,3.959,90,90,90,5,10.811,6,5,5,2,13,1.2,2.04,8.298,2.34,2573.15,4200,6,1.026,2,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-8.056
BaAgO3,Ba,Ag,FALSE,not balanced,not balanced,1.61,0.95,rhombohedral,-1.26,0.117,-,14.381,0,5.838,5.838,5.838,61,61,61,56,137.327,81,56,56,6,2,2.8,0.89,5.2117,3.59,1002.15,2170,25,0.204,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,0.032
BeAgO3,Be,Ag,FALSE,not balanced,not balanced,0.45,0.95,cubic,0.433,1.732,-,12.136,0,3.93,3.93,3.93,90,90,90,4,9.012,5,4,4,2,2,1.4,1.57,9.3227,1.85,1560.15,2742,6,1.825,2,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-4.424
BiAgO3,Bi,Ag,FALSE,3,3,1.38,0.75,orthorhombic,-0.816,0.065,-,13.495,0.357,5.78,6.05,7.719,90,90,90,83,208.98,126,83,83,6,15,1.6,2.02,7.2856,9.81,544.67,1837,19,0.122,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.274
CaAgO3,Ca,Ag,FALSE,not balanced,not balanced,1.34,0.95,orthorhombic,-1.347,0.063,-,12.431,0,5.507,5.819,7.759,90,90,90,20,40.078,20,20,20,4,2,2.2,1,6.1132,1.54,1112.15,1757,14,0.647,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.905
CdAgO3,Cd,Ag,FALSE,not balanced,not balanced,1.31,0.95,orthorhombic,-0.485,0.122,-,12.103,0,5.448,5.649,7.866,90,90,90,48,112.411,64,48,48,5,12,1.7,1.69,8.9938,8.69,594.33,1040,22,0.232,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.44
CeAgO3,Ce,Ag,FALSE,3,3,1.34,0.75,orthorhombic,-1.877,-0.004,0,13.692,0,5.635,6.027,8.062,90,90,90,58,140.116,82,58,58,6,,2.7,1.12,5.5387,6.77,1071.15,3716,19,0.192,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,0.331
CoAgO3,Co,Ag,FALSE,3,3,0.61,0.75,cubic,0.365,1.105,0.679,12.541,0,3.973,3.973,3.973,90,90,90,27,58.933,32,27,27,4,9,1.7,1.88,7.881,8.86,1768.15,3200,14,0.421,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.293
CrAgO3,Cr,Ag,FALSE,5,1,0.57,1.15,cubic,-0.164,1.223,0.699,12.66,0,3.985,3.985,3.985,90,90,90,24,51.996,28,24,24,4,6,1.9,1.66,6.7665,7.15,2130.15,2944,9,0.449,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-5.608
CsAgO3,Cs,Ag,FALSE,not balanced,not balanced,1.88,0.95,cubic,-0.198,0.55,-,15.002,0,4.217,4.217,4.217,90,90,90,55,132.905,78,55,55,6,1,3.3,0.79,3.8939,1.87,301.7,944,22,0.242,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.78
CuAgO3,Cu,Ag,FALSE,not balanced,not balanced,0.68,0.95,orthorhombic,-0.23,0.224,-,10.506,0,4.947,5.214,8.146,90,90,90,29,63.546,35,29,29,4,11,1.6,1.9,7.7264,8.96,1357.75,2835,11,0.385,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-3.439
DyAgO3,Dy,Ag,FALSE,not balanced,not balanced,1.08,0.95,cubic,-1.432,0.605,0,12.953,0,4.016,4.016,4.016,90,90,90,66,162.5,97,66,66,6,,2.5,1.22,5.9389,8.55,1680.15,2840,21,0.17,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.565
ErAgO3,Er,Ag,FALSE,3,3,1.06,0.75,cubic,-1.379,0.682,0,12.853,0,4.006,4.006,4.006,90,90,90,68,167.259,99,68,68,6,,2.5,1.24,6.1077,9.07,1795.15,3503,16,0.168,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.743
EuAgO3,Eu,Ag,FALSE,3,3,1.12,0.75,orthorhombic,-1.517,-0.027,0,12.617,0,5.538,5.81,7.843,90,90,90,63,151.964,89,63,63,6,,2.6,1.2,5.6704,5.24,1095.15,1802,21,0.182,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.606
FeAgO3,Fe,Ag,FALSE,3,3,0.78,0.75,orthorhombic,-0.778,0.18,0.861,11.314,0,5.105,5.26,8.427,90,90,90,26,55.845,30,26,26,4,8,1.7,1.83,7.9024,7.87,1808.15,3134,10,0.449,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-3.294
GaAgO3,Ga,Ag,FALSE,not balanced,not balanced,0.62,0.95,orthorhombic,-0.976,0.187,-,11.287,0,5.139,5.195,8.455,90,90,90,31,69.723,39,31,31,4,13,1.8,1.81,5.9993,5.91,302.91,2477,14,0.371,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-4.033
GdAgO3,Gd,Ag,FALSE,3,3,1.11,0.75,cubic,-1.484,0.525,0,13.023,0,4.023,4.023,4.023,90,90,90,64,157.25,93,64,64,6,,2.5,1.2,6.1501,7.9,1585.15,3546,17,0.236,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.407
GeAgO3,Ge,Ag,FALSE,not balanced,not balanced,0.63,0.95,cubic,-0.019,1.22,-,12.768,0,3.997,3.997,3.997,90,90,90,32,72.64,41,32,32,4,14,1.5,2.01,7.8994,5.32,1211.45,3106,17,0.32,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-3.423
HfAgO3,Hf,Ag,FALSE,not balanced,not balanced,0.83,0.95,orthorhombic,-2.256,0.153,0,12.96,0,5.04,5.386,9.549,90,90,90,72,178.49,106,72,72,6,4,2.2,1.3,6.8251,13.3,2500.15,4876,17,0.144,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.601
HgAgO3,Hg,Ag,FALSE,not balanced,not balanced,1.14,0.95,orthorhombic,-0.118,0.176,-,12.645,0,5.544,5.707,7.993,90,90,90,80,200.59,121,80,80,6,12,1.8,2,10.4375,13.5,234.43,630,26,0.14,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.923
HoAgO3,Ho,Ag,FALSE,3,3,1.12,0.75,cubic,-1.406,0.644,0,12.913,0,4.012,4.012,4.012,90,90,90,67,164.93,98,67,67,6,,2.5,1.23,6.0215,8.8,1743.15,2993,29,0.165,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.655
InAgO3,In,Ag,FALSE,not balanced,not balanced,0.92,0.95,cubic,-0.273,0.762,-,13.075,0,4.028,4.028,4.028,90,90,90,49,114.818,66,49,49,5,13,2,1.78,5.7864,7.31,429.91,2345,34,0.233,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.545
IrAgO3,Ir,Ag,FALSE,3,3,0.68,0.75,cubic,0.947,1.691,0.749,12.707,0,3.99,3.99,3.99,90,90,90,77,192.217,115,77,77,6,9,1.9,2.2,8.967,22.6,2716.15,4701,25,0.131,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-9.786
KAgO3,K,Ag,FALSE,not balanced,not balanced,1.64,0.95,orthorhombic,-0.313,0.442,-,13.52,0,5.644,5.735,8.354,90,90,90,19,39.098,20,19,19,4,1,2.8,0.82,4.3407,0.862,336.5,1032,10,0.757,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.608
LaAgO3,La,Ag,FALSE,3,3,1.36,0.75,orthorhombic,-1.962,0.007,0,13.645,0,5.635,5.994,8.08,90,90,90,57,138.905,82,57,57,6,3,2.7,1.1,5.5769,6.15,1193.15,3737,19,0.195,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,0.272
LiAgO3,Li,Ag,FALSE,not balanced,not balanced,0.92,0.95,cubic,-0.124,0.697,-,12.914,0,4.012,4.012,4.012,90,90,90,3,6.941,4,3,3,2,1,2.1,0.98,5.3917,0.534,453.85,1615,5,3.582,2,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.619
LuAgO3,Lu,Ag,FALSE,3,3,1.03,0.75,cubic,-1.295,0.798,0,12.777,0,3.998,3.998,3.998,90,90,90,71,174.967,104,71,71,6,,2.3,1.27,5.4259,9.84,1936.15,3675,22,0.154,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.965
MgAgO3,Mg,Ag,FALSE,not balanced,not balanced,0.89,0.95,cubic,-0.491,0.812,-,12.494,0,3.968,3.968,3.968,90,90,90,12,24.305,12,12,12,3,2,1.7,1.31,7.6462,1.74,923.15,1363,8,1.023,3,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.412
MnAgO3,Mn,Ag,FALSE,not balanced,not balanced,0.96,0.95,orthorhombic,-0.968,0.195,0.751,11.336,0,4.904,5.237,8.829,90,90,90,25,54.938,30,25,25,4,7,1.8,1.55,7.434,7.44,1519.15,2334,11,0.479,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.753
MoAgO3,Mo,Ag,FALSE,3,3,0.69,0.75,orthorhombic,-1.368,0.362,0.002,13.694,0,5.563,5.64,8.729,90,90,90,42,95.96,54,42,42,5,6,2,2.16,7.0924,10.2,2890.15,4912,20,0.251,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-9.289
NaAgO3,Na,Ag,FALSE,not balanced,not balanced,1.39,0.95,cubic,-0.237,0.512,-,13.187,0,4.04,4.04,4.04,90,90,90,11,22.99,12,11,11,3,1,2.2,0.93,5.1391,0.971,371.15,1156,7,1.228,3,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.055
NbAgO3,Nb,Ag,FALSE,3,3,0.72,0.75,orthorhombic,-1.87,0.182,0,14.047,1.521,5.571,5.888,8.565,90,90,90,41,92.906,52,41,41,5,5,2.1,1.6,6.7589,8.57,2741.15,5017,24,0.265,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-8.804
NdAgO3,Nd,Ag,FALSE,3,3,1.27,0.75,orthorhombic,-1.903,0.076,0,13.295,0,5.569,5.992,7.969,90,90,90,60,144.242,84,60,60,6,,2.6,1.14,5.525,7.01,1289.15,3347,16,0.19,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,0.039
NiAgO3,Ni,Ag,FALSE,not balanced,not balanced,0.59,0.95,orthorhombic,-0.372,0.237,0.38,10.552,0,5.122,5.323,7.741,90,90,90,28,58.693,31,28,28,4,10,1.6,1.91,7.6398,8.91,1726.15,3186,11,0.444,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-4.487
NpAgO3,Np,Ag,FALSE,element not in BV,element not in BV,0.98,0.95,cubic,-1.625,0.707,0.796,13.411,0,4.063,4.063,4.063,90,90,90,93,237,144,93,93,7,,,1.36,6.2657,20.5,913.15,4273,153,,7,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,0.195
OsAgO3,Os,Ag,FALSE,element not in BV,element not in BV,0.57,0.95,orthorhombic,-0.609,0.372,0,13.329,0,5.268,5.685,8.902,90,90,90,76,190.23,114,76,76,6,8,1.9,2.2,8.4382,22.6,3300.15,5285,19,0.13,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-10.331
PaAgO3,Pa,Ag,FALSE,element not in BV,element not in BV,0.95,0.95,orthorhombic,-2.063,0.263,0,13.672,1.73,5.835,6.235,7.516,90,90,90,91,231.036,140,91,91,7,,,1.5,5.89,15.4,1873.15,4300,14,,7,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.774
PbAgO3,Pb,Ag,FALSE,not balanced,not balanced,1.49,0.95,orthorhombic,-0.677,0.097,-,13.293,0,5.52,5.787,8.323,90,90,90,82,207.2,125,82,82,6,14,1.8,2.33,7.4167,11.3,600.75,2022,29,0.129,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.648
PdAgO3,Pd,Ag,FALSE,3,3,0.76,0.75,cubic,0.553,0.991,-,12.705,0,3.99,3.99,3.99,90,90,90,46,106.42,60,46,46,5,10,1.8,2.2,8.3369,12,1825.15,3236,21,0.244,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-5.204
PmAgO3,Pm,Ag,FALSE,element not in BV,element not in BV,1.14,0.95,orthorhombic,-1.92,0.031,0,13.176,0,5.547,6.017,7.895,90,90,90,61,145,84,61,61,6,,2.6,1.13,5.582,7.26,1204.15,3273,14,,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.098
PrAgO3,Pr,Ag,FALSE,3,3,1.18,0.75,orthorhombic,-1.892,0.009,0,13.474,0,5.598,6.01,8.009,90,90,90,59,140.908,82,59,59,6,,2.7,1.13,5.473,6.77,1204.15,3793,15,0.193,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,0.177
PtAgO3,Pt,Ag,FALSE,element not in BV,element not in BV,0.67,0.95,cubic,0.763,1.313,0.536,12.835,0,4.004,4.004,4.004,90,90,90,78,195.084,117,78,78,6,10,1.8,2.28,8.9587,21.5,2045.15,4098,32,0.133,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-7.469
PuAgO3,Pu,Ag,FALSE,element not in BV,element not in BV,0.96,0.95,cubic,-1.406,0.656,0.989,13.376,0,4.059,4.059,4.059,90,90,90,94,244,150,94,94,7,,,1.28,6.0262,19.8,913.15,3501,163,,7,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-
RbAgO3,Rb,Ag,FALSE,not balanced,not balanced,1.72,0.95,tetragonal,-0.251,0.491,-,14.303,0,4.128,4.128,4.197,90,90,90,37,85.468,48,37,37,5,1,3,0.82,4.1771,1.53,312.79,961,20,0.363,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.698
ReAgO3,Re,Ag,FALSE,5,1,0.58,1.15,cubic,0.863,2.384,0.855,12.798,0,4,4,4,90,90,90,75,186.207,111,75,75,6,7,2,1.9,7.8335,21,3453.15,5869,21,0.137,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-11.335
RhAgO3,Rh,Ag,FALSE,3,3,0.67,0.75,cubic,0.585,1.314,0.733,12.73,0,3.993,3.993,3.993,90,90,90,45,102.906,58,45,45,5,9,1.8,2.28,7.4589,12.4,2239.15,3968,20,0.243,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-6.797
RuAgO3,Ru,Ag,FALSE,5,1,0.57,1.15,orthorhombic,-0.656,0.209,-0.001,12.837,0,5.27,5.493,8.87,90,90,90,44,101.07,57,44,44,5,8,1.9,2.2,7.3605,12.4,2523.15,4423,16,0.238,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-7.277
SbAgO3,Sb,Ag,FALSE,3,3,0.76,0.75,orthorhombic,-0.935,0.331,-,13.442,0.206,5.427,5.695,8.698,90,90,90,51,121.76,71,51,51,5,15,1.5,2.05,8.6084,6.69,904.05,1860,29,0.207,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.728
ScAgO3,Sc,Ag,FALSE,not balanced,not balanced,0.87,0.95,orthorhombic,-1.822,0.194,0,11.508,0,5.176,5.516,8.06,90,90,90,21,44.956,24,21,21,4,3,2.1,1.36,6.5615,2.99,1812.15,3109,15,0.568,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.495
SiAgO3,Si,Ag,FALSE,not balanced,not balanced,0.4,0.95,cubic,0.21,2.16,-,12.553,0,3.974,3.974,3.974,90,90,90,14,28.086,14,14,14,3,14,1.5,1.9,8.1517,2.33,1683.15,3538,8,0.705,3,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-7.077
SmAgO3,Sm,Ag,FALSE,not balanced,not balanced,1.24,0.95,orthorhombic,-1.924,0.039,0,13.064,0,5.524,6.009,7.871,90,90,90,62,150.36,88,62,62,6,,2.6,1.17,5.6437,7.52,1345.15,2067,17,0.197,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.168
SnAgO3,Sn,Ag,FALSE,3,3,0.81,0.75,cubic,-0.343,0.935,-,13.233,0,4.045,4.045,4.045,90,90,90,50,118.71,69,50,50,5,14,1.7,1.96,7.3439,7.29,505.21,2875,28,0.228,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.457
SrAgO3,Sr,Ag,FALSE,not balanced,not balanced,1.44,0.95,orthorhombic,-1.31,0.092,-,13.387,0,5.703,5.839,8.04,90,90,90,38,87.62,50,38,38,5,2,2.5,0.95,5.6949,2.64,1042.15,1655,18,0.301,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.289
TaAgO3,Ta,Ag,FALSE,not balanced,not balanced,0.74,0.95,orthorhombic,-2.019,0.246,0,14.157,1.609,5.492,5.917,8.713,90,90,90,73,180.948,108,73,73,6,5,2.1,1.5,7.5496,16.7,3269.15,5731,19,0.14,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-11.587
TbAgO3,Tb,Ag,FALSE,not balanced,not balanced,1.1,0.95,cubic,-1.327,0.566,0,12.985,0,4.019,4.019,4.019,90,90,90,65,158.925,94,65,65,6,,2.5,1.2,5.8638,8.23,1630.15,3503,24,0.182,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.487
TcAgO3,Tc,Ag,FALSE,element not in BV,element not in BV,0.6,0.95,tetragonal,-0.402,0.911,0,11.448,0,3.33,3.33,5.162,90,90,90,43,98,55,43,43,5,7,2,1.9,7.28,11.5,2473.15,5150,23,,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-7.876
TeAgO3,Te,Ag,FALSE,not balanced,not balanced,0.77,0.95,orthorhombic,-0.828,0.147,-,13.484,0,5.65,6.099,7.827,90,90,90,52,127.6,76,52,52,5,16,1.4,2.1,9.0096,6.23,722.8,1261,29,0.202,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-3.908
ThAgO3,Th,Ag,FALSE,not balanced,not balanced,1.21,0.95,cubic,-1.66,0.988,0,13.735,0,4.095,4.095,4.095,90,90,90,90,232.038,142,90,90,7,,,1.3,6.3067,11.7,2028.15,5061,12,0.113,7,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.232
TiAgO3,Ti,Ag,FALSE,not balanced,not balanced,0.74,0.95,orthorhombic,-1.888,0.164,-0.001,12.473,0,5.172,5.483,8.798,90,90,90,22,47.867,26,22,22,4,4,2,1.54,6.8281,4.54,1933.15,3560,9,0.523,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-6.839
TlAgO3,Tl,Ag,FALSE,not balanced,not balanced,1.7,0.95,orthorhombic,-0.482,0.099,-,12.766,0,5.542,5.728,8.043,90,90,90,81,204.383,123,81,81,6,13,2.1,2.04,6.1082,11.9,577.15,1746,28,0.129,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.008
TmAgO3,Tm,Ag,FALSE,3,3,1.05,0.75,cubic,-1.351,0.728,0,12.857,0,4.006,4.006,4.006,90,90,90,69,168.934,100,69,69,6,,2.4,1.25,6.1843,9.32,1818.15,2223,18,0.16,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.825
UAgO3,U,Ag,FALSE,3,3,1.03,0.75,orthorhombic,-2.184,0.33,0.368,13.544,0,5.53,6.255,7.831,90,90,90,92,238.029,146,92,92,7,,,1.38,6.1941,19,1405.15,4404,15,0.116,7,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.108
VAgO3,V,Ag,FALSE,not balanced,not balanced,0.72,0.95,orthorhombic,-1.633,0.074,0,13.017,1.337,5.179,5.572,9.022,90,90,90,23,50.942,28,23,23,4,5,1.9,1.63,6.7462,6.11,2175.15,3680,9,0.489,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-6.146
WAgO3,W,Ag,FALSE,3,3,0.66,0.75,orthorhombic,-1.414,0.543,0,13.656,0.532,5.252,6.199,8.389,90,90,90,74,183.84,110,74,74,6,6,2,2.36,7.864,19.3,3680.15,5828,22,0.132,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-12.443
YAgO3,Y,Ag,FALSE,3,3,1.08,0.75,cubic,-1.43,0.587,0,13.023,0,4.023,4.023,4.023,90,90,90,39,88.906,50,39,39,5,3,2.3,1.22,6.2173,4.47,1799.15,3609,21,0.298,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-0.506
YbAgO3,Yb,Ag,FALSE,3,3,1.04,0.75,orthorhombic,-1.503,0.013,-,11.962,0,5.42,5.804,7.605,90,90,90,70,173.054,103,70,70,6,,2.4,1.1,6.2542,6.97,1097.15,1469,16,0.155,6,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-1.121
ZnAgO3,Zn,Ag,FALSE,not balanced,not balanced,0.9,0.95,cubic,0.098,0.87,-,12.512,0,3.97,3.97,3.97,90,90,90,30,65.38,35,30,30,4,12,1.5,1.65,9.3942,7.13,692.88,1180,15,0.388,4,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-3.034
ZrAgO3,Zr,Ag,FALSE,not balanced,not balanced,0.89,0.95,orthorhombic,-2.119,0.167,0,12.831,0,5.175,5.471,9.063,90,90,90,40,91.224,51,40,40,5,4,2.2,1.33,6.6339,6.51,2125.15,4682,20,0.278,5,47,107.868,61,47,47,5,11,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,-2.152
AcAlO3,Ac,Al,FALSE,element not in BV,element not in BV,1.12,0.54,cubic,-3.532,-0.11,0,11.487,4.307,3.858,3.858,3.858,90,90,90,89,227,138,89,89,7,3,,1.1,5.17,10.1,1323.15,3471,11,0.12,7,13,26.982,14,13,13,3,13,1.61,5.9858,2.7,933.4,2792,8,0.897,3,6.695
AgAlO3,Ag,Al,FALSE,not balanced,not balanced,1.28,0.54,orthorhombic,-1.51,0.235,-,9.898,0,5.094,5.323,7.3,90,90,90,47,107.868,61,47,47,5,11,1.8,1.93,7.5762,10.5,1234.15,2435,27,0.235,5,13,26.982,14,13,13,3,13,1.61,5.9858,2.7,933.4,2792,8,0.897,3,-1.341
Al2O3,Al,Al,FALSE,3,3,0.54,0.54,cubic,-2.079,1.186,-,9.258,0,3.591,3.591,3.591,90,90,90,13,26.982,14,13,13,3,13,1.8,1.61,5.9858,2.7,933.4,2792,8,0.897,3,13,26.982,14,13,13,3,13,1.61,5.9858,2.7,933.4,2792,8,0.897,3,-0.978
AsAlO3,As,Al,FALSE,3,3,0.58,0.54,cubic,-1.712,0.644,-,9.746,0,3.653,3.653,3.653,90,90,90,33,74.922,42,33,33,4,15,1.3,2.18,9.7886,5.78,1090.15,887,14,0.329,4,13,26.982,14,13,13,3,13,1.61,5.9858,2.7,933.4,2792,8,0.897,3,1.583
AuAlO3,Au,Al,FALSE,element not in BV,element not in BV,0.93,0.54,cubic,-1.196,0.578,-,10.264,0,3.716,3.716,3.716,90,90,90,79,196.967,118,79,79,6,11,1.8,2.54,9.2255,19.3,1337.73,3129,21,0.129,6,13,26.982,14,13,13,3,13,1.61,5.9858,2.7,933.4,2792,8,0.897,3,-1.241
BAlO3,B,Al,FALSE,not balanced,not balanced,0.27,0.54,cubic,-0.574,2.409,-,9.41,0,3.61,3.61,3.61,90,90,90,5,10.811,6,5,5,2,13,1.2,2.04,8.298,2.34,2573.15,4200,6,1.026,2,13,26.982,14,13,13,3,13,1.61,5.9858,2.7,933.4,2792,8,0.897,3,-4.998
